,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_layers,param_optim,param_units1,param_units2,param_units3,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,6979.20500195,46.9303846359,0.755221549879,0.755221549879,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",4,0.757368729272,0.758344719891,0.753074370486,0.752098379867,1.04425704479,0.0234594345093,0.0021471793929,0.00312317001175
1,2661.28785753,18.2324934006,0.768007027138,0.771422994345,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",3,0.754831153633,0.765567050556,0.781182900644,0.777278938134,1.86300134659,0.116449594498,0.0131758735058,0.00585594378876
2,10093.3403851,63.5155988932,0.774936560621,0.778742924074,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",2,0.767519031829,0.771813390591,0.782354089412,0.785672457556,21.40181005,0.246472001076,0.00741752879172,0.0069295334823
3,5818.62003899,43.4555510283,0.667479992201,0.677142299443,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",5,0.754050361128,0.750927191111,0.580909623273,0.603357407775,5.36868000031,0.368267893791,0.0865703689274,0.0737848916679
4,8264.83324289,53.3718495369,0.781768495028,0.783622877232,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",1,0.784306070673,0.789771618204,0.779230919383,0.77747413626,13.1797790527,0.192629575729,0.00253757564509,0.00614874097209
0,7014.62532902,49.4570109844,0.747170179547,0.749024199844,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",3,0.749804839969,0.758196721311,0.744535519126,0.739851678376,8.95162606239,1.93185901642,0.00263466042155,0.0091725214676
1,2719.24192691,20.1916155815,0.669496487119,0.675741608119,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",5,0.707650273224,0.696526151444,0.631342701015,0.654957064793,17.7120029926,0.0206615924835,0.0381537861046,0.0207845433255
2,10212.6130786,65.8792194128,0.735362997658,0.735753317721,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",4,0.734192037471,0.738485558158,0.736533957845,0.733021077283,2.57971453667,0.2921885252,0.00117096018735,0.00273224043716
3,5750.80293941,44.1943900585,0.768345042935,0.769711163154,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",2,0.77380952381,0.783567525371,0.762880562061,0.755854800937,53.4317185879,0.233762979507,0.00546448087432,0.013856362217
4,8300.68113613,57.2219939232,0.77468774395,0.770589383294,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",1,0.774004683841,0.775956284153,0.775370804059,0.765222482436,61.5934300423,0.37716794014,0.00068306010929,0.0053669008587
