,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_layers,param_optim,param_units1,param_units2,param_units3,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4618.79390252,30.730322957,0.814224583035,0.822044582627,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",3,0.818235467531,0.818181818111,0.810212514688,0.825907347142,0.685863614082,0.270962119102,0.00401147637818,0.00386276451518
1,1786.37293053,12.4835779667,0.818356204705,0.82824232016,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",1,0.823841841251,0.826446280921,0.812868949021,0.830038359398,18.8986444473,0.180194139481,0.00548644605509,0.00179603923834
2,6408.97918105,41.4006398916,0.804190644793,0.815996036198,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",5,0.81498967247,0.821133411831,0.793388429682,0.810858660565,60.2548720837,0.0766030550003,0.0108006212764,0.00513737563307
3,3641.13127255,28.9421470165,0.815995278032,0.821159409225,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",2,0.819415756702,0.818476977357,0.812573789776,0.823841841093,8.32096648216,0.0263419151306,0.00342098342575,0.00268243186802
4,5536.06601417,36.7928524017,0.813191677628,0.81643773006,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",4,0.817940395397,0.814935064724,0.80844155823,0.817940395397,95.4709969759,2.120875597,0.00474941853151,0.00150266533646
0,4763.7977885,32.2619166374,0.825881658533,0.830752394345,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",1,0.815284744798,0.839728453294,0.836481700048,0.821776335396,8.95380651951,0.433831453323,0.0105984775096,0.00897605894943
1,1826.70057189,13.8475490808,0.825881658437,0.832964870258,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",2,0.825612274849,0.835891381276,0.826151121535,0.83003835924,15.1384268999,0.334265112877,0.000269423340171,0.0029265110179
2,6835.06583416,43.4931998253,0.823963405698,0.830161552837,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",4,0.81794039559,0.835005903117,0.829988193554,0.825317202556,68.4084509611,0.376415967941,0.00602389891634,0.00484435028049
3,3985.71098852,30.0858025551,0.821897594868,0.833555885953,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",5,0.817055178712,0.841794568997,0.826741440307,0.825317202908,41.5738625526,0.350795507431,0.00484313074489,0.0082386830444
4,5614.04722703,37.0586605072,0.824553637188,0.830899625489,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",3,0.82030097358,0.837662337592,0.82880755601,0.824136913386,21.5951560736,0.572467565536,0.00425329116851,0.00676271210322
