,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_class_weight,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0265710353851,0.00154602527618,0.668163185633,0.673628733164,0.01,,l1,"{'penalty': 'l1', 'C': 0.01, 'class_weight': None}",20,0.68182705446,0.684755026352,0.654499316807,0.662502439977,0.00171113014221,0.00018298625946,0.0136638688269,0.0111262931876
1,0.0491825342178,0.00162255764008,0.671188756588,0.679387077884,0.01,,l2,"{'penalty': 'l2', 'C': 0.01, 'class_weight': None}",19,0.670505563147,0.688463790748,0.671871950029,0.67031036502,0.0033084154129,8.95261764526e-05,0.000683193441343,0.00907671286356
2,0.0269520282745,0.00154805183411,0.672164747218,0.672067148155,0.01,balanced,l1,"{'penalty': 'l1', 'C': 0.01, 'class_weight': 'balanced'}",18,0.673043138786,0.670115166894,0.671286355651,0.674019129416,0.000684976577759,1.59740447998e-05,0.000878391567441,0.00195198126098
3,0.0516535043716,0.00162303447723,0.676849502245,0.682705446028,0.01,balanced,l2,"{'penalty': 'l2', 'C': 0.01, 'class_weight': 'balanced'}",17,0.673433535038,0.687292601991,0.680265469451,0.678118290064,0.00488841533661,1.2993812561e-05,0.00341596720671,0.0045871559633
4,0.0348968505859,0.00153207778931,0.6933437439,0.69685731017,0.1,,l1,"{'penalty': 'l1', 'C': 0.1, 'class_weight': None}",16,0.693734140152,0.702127659574,0.692953347648,0.691586960765,0.000262022018433,6.38961791992e-05,0.000390396252196,0.00527034940465
5,0.0947259664536,0.00191295146942,0.694417333594,0.697442904548,0.1,,l2,"{'penalty': 'l2', 'C': 0.1, 'class_weight': None}",11,0.690220573882,0.702322857701,0.698614093305,0.692562951396,0.004753947258,0.000239968299866,0.00419675971111,0.00487995315245
6,0.0374740362167,0.00157952308655,0.694710130783,0.695881319539,0.1,balanced,l1,"{'penalty': 'l1', 'C': 0.1, 'class_weight': 'balanced'}",9,0.694124536404,0.700566074566,0.695295725161,0.691196564513,0.00360405445099,1.33514404297e-05,0.000585594378294,0.00468475502635
7,0.0831084251404,0.00165593624115,0.693734140152,0.699590083935,0.1,balanced,l2,"{'penalty': 'l2', 'C': 0.1, 'class_weight': 'balanced'}",15,0.687682998243,0.703298848331,0.699785282061,0.695881319539,0.00509262084961,2.58684158325e-05,0.00605114190904,0.00370876439586
8,0.166202425957,0.00154912471771,0.697052508296,0.701151668944,1,,l1,"{'penalty': 'l1', 'C': 1, 'class_weight': None}",4,0.694319734531,0.70583642397,0.699785282061,0.696466913918,0.0254243612289,1.07288360596e-06,0.00273277376537,0.00468475502635
9,0.151845932007,0.00168454647064,0.696954909233,0.700175678313,1,,l2,"{'penalty': 'l2', 'C': 1, 'class_weight': None}",5,0.694710130783,0.704079640835,0.699199687683,0.696271715792,0.00719404220581,7.73668289185e-05,0.00224477845013,0.00390396252196
10,0.15230691433,0.00168251991272,0.695881319539,0.701054069881,1,balanced,l1,"{'penalty': 'l1', 'C': 1, 'class_weight': 'balanced'}",8,0.690025375756,0.703103650205,0.701737263322,0.699004489557,0.0505369901657,3.14712524414e-05,0.00585594378294,0.00204958032403
11,0.152209043503,0.00162303447723,0.694710130783,0.702225258638,1,balanced,l2,"{'penalty': 'l2', 'C': 1, 'class_weight': 'balanced'}",9,0.690610970135,0.705250829592,0.698809291431,0.699199687683,0.00163507461548,1.70469284058e-05,0.00409916064806,0.00302557095452
12,0.535992980003,0.00163793563843,0.696369314855,0.700858871755,10,,l1,"{'penalty': 'l1', 'C': 10, 'class_weight': None}",7,0.693929338278,0.705641225844,0.698809291431,0.696076517665,0.364040970802,9.53674316406e-07,0.00243997657622,0.0047823540894
13,0.200127482414,0.00164949893951,0.696954909233,0.700566074566,10,,l2,"{'penalty': 'l2', 'C': 10, 'class_weight': None}",5,0.694514932657,0.705250829592,0.699394885809,0.695881319539,0.0043762922287,8.23736190796e-05,0.00243997657622,0.00468475502635
14,0.407288074493,0.00158607959747,0.694319734531,0.702713253953,10,balanced,l1,"{'penalty': 'l1', 'C': 10, 'class_weight': 'balanced'}",12,0.690415772009,0.706422018349,0.698223697053,0.699004489557,0.128369092941,1.49011611938e-05,0.00390396252196,0.00370876439586
15,0.228105545044,0.00174736976624,0.694319734531,0.702420456764,10,balanced,l2,"{'penalty': 'l2', 'C': 10, 'class_weight': 'balanced'}",12,0.690415772009,0.705446027718,0.698223697053,0.699394885809,0.00866460800171,0.000123500823975,0.00390396252196,0.00302557095452
16,21.279461503,0.00187742710114,0.699687682998,0.703884442709,100,,l1,"{'penalty': 'l1', 'C': 100, 'class_weight': None}",1,0.699004489557,0.712277962132,0.70037087644,0.695490923287,20.4596403837,0.000268578529358,0.000683193441343,0.00839351942221
17,0.37037396431,0.00186443328857,0.697150107359,0.700468475503,100,,l2,"{'penalty': 'l2', 'C': 100, 'class_weight': None}",3,0.693929338278,0.705446027718,0.70037087644,0.695490923287,0.120336055756,9.65595245361e-05,0.00322076908062,0.0049775522155
18,19.0876049995,0.00170743465424,0.69910208862,0.703982041772,100,balanced,l1,"{'penalty': 'l1', 'C': 100, 'class_weight': 'balanced'}",2,0.70037087644,0.709935584618,0.6978333008,0.698028498926,18.2956089973,2.84910202026e-05,0.00126878781964,0.00595354284599
19,0.337649345398,0.00168359279633,0.694222135467,0.701834862385,100,balanced,l2,"{'penalty': 'l2', 'C': 100, 'class_weight': 'balanced'}",14,0.690610970135,0.705641225844,0.6978333008,0.698028498926,0.11719250679,7.8558921814e-05,0.00361116533281,0.00380636345891
0,0.0233889818192,0.00139904022217,0.672911787666,0.673887587822,0.01,,l1,"{'penalty': 'l1', 'C': 0.01, 'class_weight': None}",19,0.688134270101,0.683840749415,0.65768930523,0.66393442623,0.00279700756073,1.50203704834e-05,0.0152224824356,0.00995316159251
1,0.0489490032196,0.0016325712204,0.673887587822,0.679742388759,0.01,,l2,"{'penalty': 'l2', 'C': 0.01, 'class_weight': None}",17,0.680718188915,0.68149882904,0.667056986729,0.677985948478,0.00123500823975,2.84910202026e-05,0.0068306010929,0.00175644028103
2,0.0243445634842,0.001384973526,0.673204527713,0.673302107728,0.01,balanced,l1,"{'penalty': 'l1', 'C': 0.01, 'class_weight': 'balanced'}",18,0.676229508197,0.673106947697,0.670179547229,0.67349726776,0.00375545024872,2.59876251221e-05,0.003024980484,0.000195160031226
3,0.046702504158,0.0016405582428,0.672521467603,0.677693208431,0.01,balanced,l2,"{'penalty': 'l2', 'C': 0.01, 'class_weight': 'balanced'}",20,0.670765027322,0.674277907884,0.674277907884,0.681108508977,0.00137054920197,3.64780426025e-05,0.00175644028103,0.00341530054645
4,0.0377509593964,0.00163555145264,0.697989851678,0.699355971897,0.1,,l1,"{'penalty': 'l1', 'C': 0.1, 'class_weight': None}",13,0.700234192037,0.694379391101,0.695745511319,0.704332552693,0.00490093231201,5.48362731934e-06,0.00224434035909,0.00497658079625
5,0.0820449590683,0.00159859657288,0.696330991413,0.702478532397,0.1,,l2,"{'penalty': 'l2', 'C': 0.1, 'class_weight': None}",16,0.69906323185,0.697697111632,0.693598750976,0.707259953162,0.00621998310089,1.43051147461e-06,0.00273224043716,0.00478142076503
6,0.0330040454865,0.00179445743561,0.697794691647,0.7006245121,0.1,balanced,l1,"{'penalty': 'l1', 'C': 0.1, 'class_weight': 'balanced'}",14,0.698672911788,0.694769711163,0.696916471507,0.706479313037,0.0027129650116,0.000208497047424,0.000878220140515,0.00585480093677
7,0.0891319513321,0.00166249275208,0.696526151444,0.700917252147,0.1,balanced,l2,"{'penalty': 'l2', 'C': 0.1, 'class_weight': 'balanced'}",15,0.700039032006,0.695745511319,0.693013270882,0.706088992974,0.0041469335556,5.14984130859e-05,0.00351288056206,0.00517174082748
8,0.125531077385,0.00160443782806,0.700429352069,0.705601092896,1,,l1,"{'penalty': 'l1', 'C': 1, 'class_weight': None}",3,0.703356752537,0.701600312256,0.6975019516,0.709601873536,0.0518709421158,2.84910202026e-05,0.00292740046838,0.00400078064012
9,0.142243504524,0.00160849094391,0.699453551913,0.705308352849,1,,l2,"{'penalty': 'l2', 'C': 1, 'class_weight': None}",9,0.701014832162,0.701795472287,0.697892271663,0.708821233411,0.0098215341568,5.66244125366e-05,0.0015612802498,0.00351288056206
10,0.205282926559,0.0016040802002,0.700526932084,0.705210772834,1,balanced,l1,"{'penalty': 'l1', 'C': 1, 'class_weight': 'balanced'}",2,0.70218579235,0.701209992194,0.698868071819,0.709211553474,0.134588003159,5.19752502441e-05,0.00165886026542,0.00400078064012
11,0.119555473328,0.0015310049057,0.700234192037,0.704430132709,1,balanced,l2,"{'penalty': 'l2', 'C': 1, 'class_weight': 'balanced'}",6,0.701600312256,0.69906323185,0.698868071819,0.709797033568,0.00717759132385,1.80006027222e-05,0.00136612021858,0.0053669008587
12,0.60226893425,0.00160050392151,0.699648711944,0.705991412959,10,,l1,"{'penalty': 'l1', 'C': 10, 'class_weight': None}",8,0.701600312256,0.701990632319,0.697697111632,0.709992193599,0.0405218601227,3.83853912354e-05,0.00195160031226,0.00400078064012
13,0.21880710125,0.00165939331055,0.699355971897,0.705796252927,10,,l2,"{'penalty': 'l2', 'C': 10, 'class_weight': None}",12,0.701014832162,0.701795472287,0.697697111632,0.709797033568,0.0124629735947,9.53674316406e-06,0.00165886026542,0.00400078064012
14,1.02882504463,0.00166296958923,0.700331772053,0.70462529274,10,balanced,l1,"{'penalty': 'l1', 'C': 10, 'class_weight': 'balanced'}",4,0.701795472287,0.700819672131,0.698868071819,0.708430913349,0.177887916565,1.4066696167e-05,0.00146370023419,0.0038056206089
15,0.210676550865,0.00172793865204,0.700819672131,0.704527712724,10,balanced,l2,"{'penalty': 'l2', 'C': 10, 'class_weight': 'balanced'}",1,0.70218579235,0.7006245121,0.699453551913,0.708430913349,0.0180765390396,0.000120043754578,0.00136612021858,0.00390320062451
