,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_layers,param_optim,param_units1,param_units2,param_units3,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4980.77944005,32.8073420525,0.765079055253,0.766445442135,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",4,0.775522154999,0.772008588729,0.754635955506,0.760882295542,49.9269689322,0.0381870269775,0.0104430997462,0.00556314659379
1,1966.95157588,13.1225495338,0.777962131575,0.787038844439,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",1,0.783915674421,0.783330080043,0.772008588729,0.790747608835,7.77951705456,0.139575481415,0.00595354284599,0.00370876439586
2,7164.97032857,43.3375834227,0.689146984195,0.69851649425,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",5,0.773570173738,0.767909428081,0.604723794652,0.62912356042,26.343495369,0.0158585309982,0.0844231895432,0.0693929338307
3,4023.32107043,29.5552204847,0.775326956873,0.780109310962,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",2,0.780011711899,0.77845012689,0.770642201846,0.781768495034,34.0667414665,0.105614542961,0.00468475502635,0.00165918407183
4,5870.20047605,36.4127194881,0.774058169053,0.779914112836,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",3,0.781378098782,0.776302947503,0.766738239325,0.783525278169,12.4022339582,0.377341508865,0.00731992972867,0.00361116533281
0,4791.25084949,36.3604096174,0.773614363778,0.774590163934,3,rmsprop,78,170,135,"{'layers': 3, 'optim': 'rmsprop', 'units3': 135, 'units2': 170, 'units1': 78}",3,0.775370804059,0.76912568306,0.771857923497,0.780054644809,51.488474369,1.1305783987,0.00175644028103,0.00546448087432
1,1834.30514145,13.8565875292,0.756928181109,0.76600312256,1,rmsprop,166,185,138,"{'layers': 1, 'optim': 'rmsprop', 'units3': 138, 'units2': 185, 'units1': 166}",5,0.770882123341,0.773028883685,0.742974238876,0.758977361436,23.5554025173,0.0557464361191,0.0139539422326,0.00702576112412
2,6703.81275153,43.4312384129,0.762490241998,0.762587822014,3,rmsprop,163,167,215,"{'layers': 3, 'optim': 'rmsprop', 'units3': 215, 'units2': 167, 'units1': 163}",4,0.75956284153,0.76112412178,0.765417642467,0.764051522248,5.8569586277,0.774352550507,0.00292740046838,0.00146370023419
3,3841.88796198,31.3637036085,0.780737704918,0.781323185012,3,adagrad,116,65,151,"{'layers': 3, 'optim': 'adagrad', 'units3': 151, 'units2': 65, 'units1': 116}",2,0.782982045277,0.779078844653,0.778493364559,0.783567525371,8.08576595783,0.269143462181,0.00224434035909,0.00224434035909
4,5586.16415453,37.7916768789,0.781713505074,0.783665105386,2,adagrad,193,255,251,"{'layers': 2, 'optim': 'adagrad', 'units3': 251, 'units2': 255, 'units1': 193}",1,0.784543325527,0.783177205308,0.778883684621,0.784153005464,17.5582034588,0.026064991951,0.00282982045277,0.000487900078064
